Interface eth0 has index 2
downlink 6.458000 delivery 87 82
downlink 6.458000 delivery 87 82
downlink 6.458000 delivery 87 82
downlink 6.458000 delivery 87 82
downlink 6.458000 delivery 87 82
downlink 6.458000 delivery 87 82
downlink 6.458000 delivery 87 82
downlink 6.458000 delivery 87 82
downlink 6.491000 limbodelivery 120 82
downlink 6.509000 delivery 21 82
downlink 6.509000 delivery 21 82
downlink 6.509000 delivery 21 82
downlink 6.509000 delivery 21 82
downlink 6.509000 delivery 21 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.509000 delivery 20 82
downlink 6.534000 limbodelivery 45 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.557000 delivery 41 82
downlink 6.585000 limbodelivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 69 82
downlink 6.585000 delivery 68 82
downlink 6.585000 delivery 68 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
downlink 6.610000 delivery 31 82
